Unloading shared
global_step=8352, episodic_return=0.0
global_step=8480, episodic_return=0.0
global_step=8480, episodic_return=0.0
global_step=8480, episodic_return=0.0
SPS: 960
global_step=8756, episodic_return=0.0
global_step=8884, episodic_return=0.0
global_step=8884, episodic_return=0.0
global_step=8884, episodic_return=0.0
global_step=9160, episodic_return=0.0
SPS: 1002
global_step=9288, episodic_return=0.0
global_step=9288, episodic_return=0.0
global_step=9288, episodic_return=0.0
global_step=9564, episodic_return=0.0
global_step=9692, episodic_return=0.0
global_step=9692, episodic_return=0.0
global_step=9692, episodic_return=0.0
SPS: 1040
global_step=9968, episodic_return=0.0
global_step=10096, episodic_return=0.0
global_step=10096, episodic_return=0.0
global_step=10096, episodic_return=0.0
SPS: 1079
global_step=10372, episodic_return=0.0
global_step=10500, episodic_return=0.0
global_step=10500, episodic_return=0.0
global_step=10500, episodic_return=0.0
SPS: 1118
global_step=10776, episodic_return=0.0
global_step=10904, episodic_return=0.0
global_step=10904, episodic_return=0.0
global_step=10904, episodic_return=0.0
global_step=11180, episodic_return=0.0
SPS: 1154
global_step=11308, episodic_return=0.0
global_step=11308, episodic_return=0.0
global_step=11308, episodic_return=0.0
global_step=11468, episodic_return=0.649
global_step=11584, episodic_return=0.0
global_step=11712, episodic_return=0.0
global_step=11712, episodic_return=0.0
SPS: 1190
global_step=11872, episodic_return=0.0
global_step=11988, episodic_return=0.0
global_step=12116, episodic_return=0.0
global_step=12116, episodic_return=0.0
global_step=12276, episodic_return=0.0
SPS: 1224
global_step=12392, episodic_return=0.0
global_step=12520, episodic_return=0.0
global_step=12520, episodic_return=0.0
global_step=12680, episodic_return=0.0
global_step=12796, episodic_return=0.0
SPS: 1258
global_step=12924, episodic_return=0.0
global_step=12924, episodic_return=0.0
global_step=13084, episodic_return=0.0
global_step=13200, episodic_return=0.0
global_step=13220, episodic_return=0.34299999999999997
SPS: 1290
global_step=13328, episodic_return=0.0
global_step=13488, episodic_return=0.0
global_step=13604, episodic_return=0.0
global_step=13624, episodic_return=0.0
global_step=13732, episodic_return=0.0
SPS: 1322
global_step=13856, episodic_return=0.487
global_step=13892, episodic_return=0.0
global_step=14008, episodic_return=0.0
global_step=14096, episodic_return=0.8109999999999999
global_step=14136, episodic_return=0.0
global_step=14260, episodic_return=0.0
global_step=14296, episodic_return=0.0
SPS: 1352
global_step=14500, episodic_return=0.0
global_step=14540, episodic_return=0.0
global_step=14664, episodic_return=0.0
global_step=14700, episodic_return=0.0
SPS: 1381
global_step=14904, episodic_return=0.0
global_step=14944, episodic_return=0.0
global_step=15068, episodic_return=0.0
global_step=15104, episodic_return=0.0
global_step=15308, episodic_return=0.0
global_step=15348, episodic_return=0.0
SPS: 1410
global_step=15472, episodic_return=0.0
global_step=15508, episodic_return=0.0
global_step=15712, episodic_return=0.0
global_step=15752, episodic_return=0.0
SPS: 1439
global_step=15876, episodic_return=0.0
global_step=15912, episodic_return=0.0
global_step=15968, episodic_return=0.802
global_step=16116, episodic_return=0.0
global_step=16156, episodic_return=0.0
global_step=16300, episodic_return=0.595
global_step=16316, episodic_return=0.0
global_step=16372, episodic_return=0.0
SPS: 1461
global_step=16560, episodic_return=0.0
global_step=16620, episodic_return=0.874
global_step=16704, episodic_return=0.0
global_step=16720, episodic_return=0.0
global_step=16776, episodic_return=0.0
SPS: 1488
global_step=17024, episodic_return=0.0
global_step=17108, episodic_return=0.0
global_step=17124, episodic_return=0.0
global_step=17180, episodic_return=0.0
SPS: 1513
global_step=17428, episodic_return=0.0
global_step=17512, episodic_return=0.0
global_step=17528, episodic_return=0.0
global_step=17584, episodic_return=0.0
global_step=17832, episodic_return=0.0
global_step=17916, episodic_return=0.0
SPS: 1539
global_step=17932, episodic_return=0.0
global_step=17988, episodic_return=0.0
global_step=18220, episodic_return=0.361
global_step=18236, episodic_return=0.0
global_step=18320, episodic_return=0.0
global_step=18392, episodic_return=0.0
SPS: 1564
global_step=18624, episodic_return=0.0
global_step=18640, episodic_return=0.0
global_step=18684, episodic_return=0.91
global_step=18724, episodic_return=0.0
global_step=18796, episodic_return=0.0
SPS: 1589
global_step=19028, episodic_return=0.0
global_step=19088, episodic_return=0.0
global_step=19128, episodic_return=0.0
global_step=19200, episodic_return=0.0
global_step=19432, episodic_return=0.0
SPS: 1613
global_step=19492, episodic_return=0.0
global_step=19532, episodic_return=0.0
global_step=19604, episodic_return=0.0
global_step=19836, episodic_return=0.0
global_step=19896, episodic_return=0.0
global_step=19936, episodic_return=0.0
SPS: 1636
global_step=20008, episodic_return=0.0
global_step=20020, episodic_return=0.73
global_step=20240, episodic_return=0.0
global_step=20340, episodic_return=0.0
global_step=20412, episodic_return=0.0
global_step=20424, episodic_return=0.0
SPS: 1660
global_step=20644, episodic_return=0.0
global_step=20744, episodic_return=0.0
global_step=20764, episodic_return=0.21699999999999997
global_step=20828, episodic_return=0.0
SPS: 1683
global_step=21048, episodic_return=0.0
global_step=21148, episodic_return=0.0
global_step=21168, episodic_return=0.0
global_step=21232, episodic_return=0.0
global_step=21452, episodic_return=0.0
SPS: 1705
global_step=21552, episodic_return=0.0
global_step=21572, episodic_return=0.0
global_step=21636, episodic_return=0.0
global_step=21856, episodic_return=0.0
global_step=21956, episodic_return=0.0
global_step=21976, episodic_return=0.0
SPS: 1727
global_step=22040, episodic_return=0.0
global_step=22260, episodic_return=0.0
global_step=22360, episodic_return=0.0
global_step=22380, episodic_return=0.0
global_step=22444, episodic_return=0.0
SPS: 1749
global_step=22664, episodic_return=0.0
global_step=22764, episodic_return=0.0
global_step=22784, episodic_return=0.0
global_step=22848, episodic_return=0.0
SPS: 1770
global_step=23068, episodic_return=0.0
global_step=23168, episodic_return=0.0
global_step=23188, episodic_return=0.0
global_step=23252, episodic_return=0.0
global_step=23472, episodic_return=0.0
SPS: 1790
global_step=23572, episodic_return=0.0
global_step=23592, episodic_return=0.0
global_step=23656, episodic_return=0.0
global_step=23876, episodic_return=0.0
global_step=23976, episodic_return=0.0
global_step=23996, episodic_return=0.0
global_step=24060, episodic_return=0.0
SPS: 1810
global_step=24280, episodic_return=0.0
global_step=24380, episodic_return=0.0
global_step=24400, episodic_return=0.0
global_step=24464, episodic_return=0.0
SPS: 1830
global_step=24684, episodic_return=0.0
global_step=24764, episodic_return=0.829
global_step=24784, episodic_return=0.0
global_step=24804, episodic_return=0.0
global_step=24868, episodic_return=0.0
SPS: 1849
global_step=25168, episodic_return=0.0
global_step=25188, episodic_return=0.0
global_step=25208, episodic_return=0.0
global_step=25272, episodic_return=0.0
global_step=25572, episodic_return=0.0
global_step=25592, episodic_return=0.0
SPS: 1867
global_step=25612, episodic_return=0.0
global_step=25672, episodic_return=0.874
global_step=25676, episodic_return=0.0
global_step=25976, episodic_return=0.0
global_step=25996, episodic_return=0.0
global_step=26076, episodic_return=0.0
global_step=26080, episodic_return=0.0
SPS: 1885
global_step=26188, episodic_return=0.532
global_step=26400, episodic_return=0.0
global_step=26480, episodic_return=0.0
global_step=26484, episodic_return=0.0
global_step=26592, episodic_return=0.0
SPS: 1903
global_step=26804, episodic_return=0.0
global_step=26884, episodic_return=0.0
global_step=26888, episodic_return=0.0
global_step=26996, episodic_return=0.0
SPS: 1921
global_step=27208, episodic_return=0.0
global_step=27288, episodic_return=0.0
global_step=27292, episodic_return=0.0
global_step=27376, episodic_return=0.8109999999999999
global_step=27400, episodic_return=0.0
global_step=27612, episodic_return=0.0
SPS: 1938
global_step=27696, episodic_return=0.0
global_step=27780, episodic_return=0.0
global_step=27804, episodic_return=0.0
global_step=28016, episodic_return=0.0
global_step=28100, episodic_return=0.0
SPS: 1954
global_step=28184, episodic_return=0.0
global_step=28208, episodic_return=0.0
global_step=28420, episodic_return=0.0
global_step=28504, episodic_return=0.0
global_step=28588, episodic_return=0.0
global_step=28612, episodic_return=0.0
SPS: 1970
global_step=28824, episodic_return=0.0
global_step=28908, episodic_return=0.0
global_step=28992, episodic_return=0.0
global_step=29016, episodic_return=0.0
SPS: 1986
global_step=29228, episodic_return=0.0
global_step=29312, episodic_return=0.0
global_step=29396, episodic_return=0.0
global_step=29420, episodic_return=0.0
global_step=29632, episodic_return=0.0
SPS: 2002
global_step=29716, episodic_return=0.0
global_step=29800, episodic_return=0.0
global_step=29824, episodic_return=0.0
global_step=30036, episodic_return=0.0
global_step=30120, episodic_return=0.0
global_step=30204, episodic_return=0.0
SPS: 2017
global_step=30228, episodic_return=0.0
global_step=30440, episodic_return=0.0
global_step=30524, episodic_return=0.0
global_step=30608, episodic_return=0.0
global_step=30632, episodic_return=0.0
SPS: 2033
global_step=30844, episodic_return=0.0
global_step=30928, episodic_return=0.0
global_step=31012, episodic_return=0.0
global_step=31036, episodic_return=0.0
SPS: 2048
global_step=31248, episodic_return=0.0
global_step=31332, episodic_return=0.0
global_step=31416, episodic_return=0.0
global_step=31440, episodic_return=0.0
global_step=31652, episodic_return=0.0
global_step=31736, episodic_return=0.0
SPS: 2063
global_step=31820, episodic_return=0.0
global_step=31844, episodic_return=0.0
global_step=31984, episodic_return=0.45099999999999996
global_step=32056, episodic_return=0.0
global_step=32224, episodic_return=0.0
global_step=32248, episodic_return=0.0
SPS: 2077
global_step=32388, episodic_return=0.0
global_step=32460, episodic_return=0.0
global_step=32628, episodic_return=0.0
global_step=32652, episodic_return=0.0
SPS: 2091
global_step=32792, episodic_return=0.0
global_step=32864, episodic_return=0.0
global_step=33032, episodic_return=0.0
global_step=33056, episodic_return=0.0
global_step=33196, episodic_return=0.0
global_step=33268, episodic_return=0.0
SPS: 2102
global_step=33436, episodic_return=0.0
global_step=33460, episodic_return=0.0
global_step=33600, episodic_return=0.0
global_step=33672, episodic_return=0.0
SPS: 2116
global_step=33840, episodic_return=0.0
global_step=33864, episodic_return=0.0
global_step=34004, episodic_return=0.0
global_step=34076, episodic_return=0.0
global_step=34244, episodic_return=0.0
global_step=34268, episodic_return=0.0
SPS: 2130
global_step=34408, episodic_return=0.0
global_step=34480, episodic_return=0.0
global_step=34648, episodic_return=0.0
global_step=34672, episodic_return=0.0
global_step=34812, episodic_return=0.0
SPS: 2143
global_step=34884, episodic_return=0.0
global_step=35052, episodic_return=0.0
global_step=35076, episodic_return=0.0
global_step=35216, episodic_return=0.0
global_step=35288, episodic_return=0.0
SPS: 2157
global_step=35456, episodic_return=0.0
global_step=35480, episodic_return=0.0
global_step=35620, episodic_return=0.0
global_step=35692, episodic_return=0.0
SPS: 2170
global_step=35860, episodic_return=0.0
global_step=35884, episodic_return=0.0
global_step=36024, episodic_return=0.0
global_step=36096, episodic_return=0.0
global_step=36264, episodic_return=0.0
global_step=36288, episodic_return=0.0
SPS: 2182
global_step=36428, episodic_return=0.0
global_step=36500, episodic_return=0.0
global_step=36668, episodic_return=0.0
global_step=36692, episodic_return=0.0
global_step=36832, episodic_return=0.0
SPS: 2194
global_step=36904, episodic_return=0.0
global_step=37072, episodic_return=0.0
global_step=37096, episodic_return=0.0
global_step=37236, episodic_return=0.0
global_step=37308, episodic_return=0.0
global_step=37376, episodic_return=0.379
SPS: 2206
global_step=37476, episodic_return=0.0
global_step=37640, episodic_return=0.0
global_step=37644, episodic_return=0.4059999999999999
global_step=37712, episodic_return=0.0
global_step=37880, episodic_return=0.0
SPS: 2218
global_step=38044, episodic_return=0.0
global_step=38048, episodic_return=0.0
global_step=38116, episodic_return=0.0
global_step=38268, episodic_return=0.667
global_step=38284, episodic_return=0.0
SPS: 2230
global_step=38448, episodic_return=0.0
global_step=38452, episodic_return=0.0
global_step=38672, episodic_return=0.0
global_step=38688, episodic_return=0.0
global_step=38852, episodic_return=0.0
global_step=38856, episodic_return=0.0
SPS: 2242
global_step=39076, episodic_return=0.0
global_step=39092, episodic_return=0.0
global_step=39256, episodic_return=0.0
global_step=39260, episodic_return=0.0
SPS: 2254
global_step=39480, episodic_return=0.0
global_step=39496, episodic_return=0.0
global_step=39660, episodic_return=0.0
global_step=39664, episodic_return=0.0
global_step=39884, episodic_return=0.0
global_step=39900, episodic_return=0.0
SPS: 2265
global_step=40064, episodic_return=0.0
global_step=40068, episodic_return=0.0
global_step=40092, episodic_return=0.577
global_step=40288, episodic_return=0.0
SPS: 2277
global_step=40468, episodic_return=0.0
global_step=40472, episodic_return=0.0
global_step=40496, episodic_return=0.0
global_step=40692, episodic_return=0.0
global_step=40872, episodic_return=0.0
global_step=40876, episodic_return=0.0
global_step=40900, episodic_return=0.0
SPS: 2288
global_step=41096, episodic_return=0.0
global_step=41244, episodic_return=0.6759999999999999
global_step=41276, episodic_return=0.0
global_step=41280, episodic_return=0.0
global_step=41304, episodic_return=0.0
SPS: 2298
global_step=41540, episodic_return=0.4149999999999999
global_step=41648, episodic_return=0.0
global_step=41684, episodic_return=0.0
global_step=41708, episodic_return=0.0
global_step=41728, episodic_return=0.91
global_step=41944, episodic_return=0.0
SPS: 2309
global_step=42052, episodic_return=0.0
global_step=42092, episodic_return=0.14500000000000002
global_step=42132, episodic_return=0.0
global_step=42348, episodic_return=0.0
global_step=42456, episodic_return=0.0
global_step=42496, episodic_return=0.0
SPS: 2319
global_step=42536, episodic_return=0.0
global_step=42752, episodic_return=0.0
global_step=42860, episodic_return=0.0
global_step=42900, episodic_return=0.0
global_step=42940, episodic_return=0.0
SPS: 2329
global_step=43156, episodic_return=0.0
global_step=43264, episodic_return=0.0
global_step=43304, episodic_return=0.0
global_step=43344, episodic_return=0.0
SPS: 2339
global_step=43556, episodic_return=0.10899999999999999
global_step=43668, episodic_return=0.0
global_step=43708, episodic_return=0.0
global_step=43748, episodic_return=0.0
global_step=43960, episodic_return=0.0
SPS: 2349
global_step=44072, episodic_return=0.0
global_step=44112, episodic_return=0.0
global_step=44152, episodic_return=0.0
global_step=44268, episodic_return=0.6579999999999999
global_step=44364, episodic_return=0.0
global_step=44476, episodic_return=0.0
SPS: 2358
global_step=44556, episodic_return=0.0
global_step=44672, episodic_return=0.0
global_step=44768, episodic_return=0.0
global_step=44880, episodic_return=0.0
global_step=44960, episodic_return=0.0
SPS: 2368
global_step=45076, episodic_return=0.0
global_step=45172, episodic_return=0.0
global_step=45284, episodic_return=0.0
global_step=45364, episodic_return=0.0
global_step=45480, episodic_return=0.0
SPS: 2378
global_step=45576, episodic_return=0.0
global_step=45688, episodic_return=0.0
global_step=45768, episodic_return=0.0
global_step=45884, episodic_return=0.0
global_step=45980, episodic_return=0.0
SPS: 2387
global_step=46092, episodic_return=0.0
global_step=46172, episodic_return=0.0
global_step=46288, episodic_return=0.0
global_step=46384, episodic_return=0.0
global_step=46496, episodic_return=0.0
global_step=46576, episodic_return=0.0
SPS: 2396
global_step=46692, episodic_return=0.0
global_step=46788, episodic_return=0.0
global_step=46900, episodic_return=0.0
global_step=46980, episodic_return=0.0
global_step=47096, episodic_return=0.0
SPS: 2405
global_step=47192, episodic_return=0.0
global_step=47304, episodic_return=0.0
global_step=47384, episodic_return=0.0
global_step=47500, episodic_return=0.0
global_step=47596, episodic_return=0.0
SPS: 2415
global_step=47708, episodic_return=0.0
global_step=47788, episodic_return=0.0
global_step=47812, episodic_return=0.955
global_step=47904, episodic_return=0.0
global_step=48000, episodic_return=0.0
global_step=48112, episodic_return=0.0
SPS: 2423
global_step=48216, episodic_return=0.0
global_step=48308, episodic_return=0.0
global_step=48404, episodic_return=0.0
global_step=48516, episodic_return=0.0
global_step=48620, episodic_return=0.0
SPS: 2432
global_step=48712, episodic_return=0.0
global_step=48808, episodic_return=0.0
global_step=48920, episodic_return=0.0
global_step=49024, episodic_return=0.0
global_step=49116, episodic_return=0.0
SPS: 2440
global_step=49212, episodic_return=0.0
global_step=49324, episodic_return=0.0
global_step=49428, episodic_return=0.0
global_step=49520, episodic_return=0.0
global_step=49616, episodic_return=0.0
SPS: 2449
global_step=49728, episodic_return=0.0
global_step=49796, episodic_return=0.18099999999999994
global_step=49924, episodic_return=0.0
global_step=50020, episodic_return=0.0
global_step=50132, episodic_return=0.0
SPS: 2457
global_step=50200, episodic_return=0.0
global_step=50220, episodic_return=0.34299999999999997
global_step=50424, episodic_return=0.0
global_step=50536, episodic_return=0.0
global_step=50604, episodic_return=0.0
global_step=50624, episodic_return=0.0
SPS: 2465
global_step=50828, episodic_return=0.0
global_step=50940, episodic_return=0.0
global_step=51008, episodic_return=0.0
global_step=51028, episodic_return=0.0
SPS: 2473
global_step=51232, episodic_return=0.0
global_step=51344, episodic_return=0.0
global_step=51412, episodic_return=0.0
global_step=51432, episodic_return=0.0
global_step=51636, episodic_return=0.0
global_step=51652, episodic_return=0.973
SPS: 2478
global_step=51748, episodic_return=0.0
global_step=51816, episodic_return=0.0
global_step=51836, episodic_return=0.0
global_step=52056, episodic_return=0.0
global_step=52152, episodic_return=0.0
global_step=52220, episodic_return=0.0
SPS: 2485
global_step=52240, episodic_return=0.0
global_step=52380, episodic_return=0.2799999999999999
global_step=52556, episodic_return=0.0
global_step=52624, episodic_return=0.0
global_step=52644, episodic_return=0.0
SPS: 2493
global_step=52784, episodic_return=0.0
global_step=52960, episodic_return=0.0
global_step=52976, episodic_return=0.262
global_step=53004, episodic_return=0.91
global_step=53028, episodic_return=0.0
global_step=53188, episodic_return=0.0
global_step=53220, episodic_return=0.577
SPS: 2500
global_step=53380, episodic_return=0.0
global_step=53408, episodic_return=0.0
global_step=53592, episodic_return=0.0
global_step=53624, episodic_return=0.0
SPS: 2508
global_step=53784, episodic_return=0.0
global_step=53812, episodic_return=0.0
global_step=53988, episodic_return=0.55
global_step=53996, episodic_return=0.0
global_step=54028, episodic_return=0.0
global_step=54156, episodic_return=0.721
global_step=54172, episodic_return=0.973
global_step=54216, episodic_return=0.0
global_step=54264, episodic_return=0.901
SPS: 2515
global_step=54392, episodic_return=0.0
global_step=54396, episodic_return=0.5049999999999999
global_step=54400, episodic_return=0.0
global_step=54480, episodic_return=0.82
global_step=54668, episodic_return=0.0
global_step=54692, episodic_return=0.955
SPS: 2522
global_step=54796, episodic_return=0.0
global_step=54804, episodic_return=0.0
global_step=54884, episodic_return=0.0
global_step=55060, episodic_return=0.613
global_step=55096, episodic_return=0.0
global_step=55200, episodic_return=0.0
global_step=55208, episodic_return=0.0
SPS: 2527
global_step=55464, episodic_return=0.0
global_step=55500, episodic_return=0.0
global_step=55604, episodic_return=0.0
global_step=55612, episodic_return=0.0
SPS: 2535
global_step=55820, episodic_return=0.2889999999999999
global_step=55868, episodic_return=0.0
global_step=56008, episodic_return=0.0
global_step=56016, episodic_return=0.0
global_step=56224, episodic_return=0.0
global_step=56272, episodic_return=0.0
SPS: 2542
global_step=56412, episodic_return=0.0
global_step=56420, episodic_return=0.0
global_step=56628, episodic_return=0.0
global_step=56676, episodic_return=0.0
global_step=56816, episodic_return=0.0
global_step=56824, episodic_return=0.0
SPS: 2548
global_step=57032, episodic_return=0.0
global_step=57080, episodic_return=0.0
global_step=57220, episodic_return=0.0
global_step=57228, episodic_return=0.0
global_step=57324, episodic_return=0.45999999999999996
SPS: 2555
global_step=57436, episodic_return=0.0
global_step=57624, episodic_return=0.0
global_step=57632, episodic_return=0.0
global_step=57728, episodic_return=0.0
global_step=57840, episodic_return=0.0
SPS: 2563
global_step=58028, episodic_return=0.0
global_step=58036, episodic_return=0.0
global_step=58132, episodic_return=0.0
global_step=58244, episodic_return=0.0
SPS: 2570
global_step=58432, episodic_return=0.0
global_step=58440, episodic_return=0.0
global_step=58536, episodic_return=0.0
global_step=58648, episodic_return=0.0
global_step=58836, episodic_return=0.0
global_step=58844, episodic_return=0.0
SPS: 2576
global_step=58940, episodic_return=0.0
global_step=59052, episodic_return=0.0
global_step=59240, episodic_return=0.0
global_step=59248, episodic_return=0.0
global_step=59344, episodic_return=0.0
SPS: 2582
global_step=59456, episodic_return=0.0
global_step=59644, episodic_return=0.0
global_step=59652, episodic_return=0.0
global_step=59748, episodic_return=0.0
global_step=59860, episodic_return=0.0
SPS: 2589
global_step=60048, episodic_return=0.0
global_step=60056, episodic_return=0.0
global_step=60152, episodic_return=0.0
global_step=60164, episodic_return=0.982
global_step=60264, episodic_return=0.0
SPS: 2596
global_step=60452, episodic_return=0.0
global_step=60460, episodic_return=0.0
global_step=60568, episodic_return=0.0
global_step=60668, episodic_return=0.0
global_step=60856, episodic_return=0.0
global_step=60864, episodic_return=0.0
SPS: 2602
global_step=60972, episodic_return=0.0
global_step=61072, episodic_return=0.0
global_step=61260, episodic_return=0.0
global_step=61268, episodic_return=0.0
global_step=61376, episodic_return=0.0
SPS: 2608
global_step=61476, episodic_return=0.0
global_step=61664, episodic_return=0.0
global_step=61672, episodic_return=0.0
global_step=61780, episodic_return=0.0
global_step=61880, episodic_return=0.0
SPS: 2615
global_step=62068, episodic_return=0.0
global_step=62076, episodic_return=0.0
global_step=62184, episodic_return=0.0
global_step=62232, episodic_return=0.901
global_step=62284, episodic_return=0.0
SPS: 2621
global_step=62472, episodic_return=0.0
global_step=62480, episodic_return=0.0
global_step=62636, episodic_return=0.0
global_step=62648, episodic_return=0.631
global_step=62688, episodic_return=0.0
global_step=62728, episodic_return=0.919
global_step=62732, episodic_return=0.82
global_step=62876, episodic_return=0.0
SPS: 2627
global_step=63040, episodic_return=0.0
global_step=63132, episodic_return=0.0
global_step=63136, episodic_return=0.0
global_step=63252, episodic_return=0.16299999999999992
global_step=63444, episodic_return=0.0
SPS: 2632
global_step=63536, episodic_return=0.0
global_step=63540, episodic_return=0.0
global_step=63596, episodic_return=0.874
global_step=63644, episodic_return=0.775
global_step=63656, episodic_return=0.0
global_step=63848, episodic_return=0.0
global_step=64000, episodic_return=0.0
SPS: 2638
global_step=64048, episodic_return=0.0
global_step=64060, episodic_return=0.0
global_step=64160, episodic_return=0.757
global_step=64252, episodic_return=0.0
global_step=64404, episodic_return=0.0
global_step=64464, episodic_return=0.0
SPS: 2644
global_step=64564, episodic_return=0.0
global_step=64648, episodic_return=0.45999999999999996
global_step=64656, episodic_return=0.0
global_step=64868, episodic_return=0.0
global_step=64968, episodic_return=0.0
SPS: 2650
global_step=65052, episodic_return=0.0
global_step=65060, episodic_return=0.0
global_step=65272, episodic_return=0.0
global_step=65348, episodic_return=0.838
global_step=65372, episodic_return=0.0
global_step=65456, episodic_return=0.0
global_step=65464, episodic_return=0.0
SPS: 2655
global_step=65752, episodic_return=0.0
global_step=65776, episodic_return=0.0
global_step=65860, episodic_return=0.0
global_step=65868, episodic_return=0.0
global_step=65900, episodic_return=0.9369999999999999
SPS: 2661
global_step=66156, episodic_return=0.0
global_step=66180, episodic_return=0.0
global_step=66264, episodic_return=0.0
global_step=66304, episodic_return=0.0
global_step=66560, episodic_return=0.0
SPS: 2666
global_step=66584, episodic_return=0.0
global_step=66668, episodic_return=0.0
global_step=66708, episodic_return=0.0
global_step=66964, episodic_return=0.0
global_step=66988, episodic_return=0.0
global_step=67072, episodic_return=0.0
SPS: 2672
global_step=67112, episodic_return=0.0
global_step=67368, episodic_return=0.0
global_step=67392, episodic_return=0.0
global_step=67476, episodic_return=0.0
global_step=67516, episodic_return=0.0
SPS: 2677
global_step=67772, episodic_return=0.0
global_step=67796, episodic_return=0.0
global_step=67880, episodic_return=0.0
global_step=67920, episodic_return=0.0
SPS: 2682
global_step=68176, episodic_return=0.0
global_step=68200, episodic_return=0.0
global_step=68284, episodic_return=0.0
global_step=68324, episodic_return=0.0
global_step=68580, episodic_return=0.0
global_step=68604, episodic_return=0.0
SPS: 2688
global_step=68688, episodic_return=0.0
global_step=68728, episodic_return=0.0
global_step=68984, episodic_return=0.0
global_step=69008, episodic_return=0.0
global_step=69088, episodic_return=0.10899999999999999
SPS: 2693
global_step=69132, episodic_return=0.0
global_step=69168, episodic_return=0.595
global_step=69412, episodic_return=0.0
global_step=69492, episodic_return=0.0
global_step=69536, episodic_return=0.0
global_step=69572, episodic_return=0.0
SPS: 2695
global_step=69816, episodic_return=0.0
global_step=69896, episodic_return=0.0
global_step=69940, episodic_return=0.0
global_step=69976, episodic_return=0.0
global_step=70112, episodic_return=0.703
SPS: 2700
global_step=70220, episodic_return=0.0
global_step=70300, episodic_return=0.0
global_step=70344, episodic_return=0.0
global_step=70516, episodic_return=0.0
global_step=70624, episodic_return=0.0
SPS: 2704
global_step=70704, episodic_return=0.0
global_step=70748, episodic_return=0.0
global_step=70920, episodic_return=0.0
global_step=71028, episodic_return=0.0
global_step=71072, episodic_return=0.667
global_step=71108, episodic_return=0.0
global_step=71152, episodic_return=0.0
SPS: 2709
global_step=71424, episodic_return=0.3969999999999999
global_step=71432, episodic_return=0.0
global_step=71440, episodic_return=0.973
global_step=71456, episodic_return=0.14500000000000002
global_step=71512, episodic_return=0.0
global_step=71588, episodic_return=0.6579999999999999
SPS: 2714
global_step=71844, episodic_return=0.0
